Date,Level-USD/CAD,Lower Band,Level-Mid US/Canadian Dollar Economic Index,Upper Band,Level-Unfiltered,y-o-y USD/CAD,Stationary-US/Canadian Dollar Economic Index
7/15/1993,1.2819,1.271936243,1.280066648,1.312891917,1.278876832,8.470973215,8.540388756
7/16/1993,1.2798,1.272246091,1.28026495,1.313007594,1.276794655,8.465396557,8.58482664
7/17/1993,1.279333333,1.272700534,1.280364101,1.313462037,1.276331949,8.51348816,8.760197047
7/18/1993,1.278866667,1.273287179,1.280463253,1.315197184,1.275869244,8.492749906,8.796051847
7/19/1993,1.2784,1.273510269,1.280562404,1.315661956,1.275406538,8.472000014,8.842579135
7/20/1993,1.2784,1.274080389,1.280760707,1.315682613,1.275406538,8.496109682,8.675160861
7/21/1993,1.2772,1.274210525,1.281157312,1.315996592,1.274216722,8.019544115,9.151344411
7/22/1993,1.2795,1.274340661,1.281504341,1.316064758,1.276497202,8.477870531,8.903947991
7/23/1993,1.2799,1.274503848,1.281983572,1.316188697,1.276893807,8.722925352,9.092980474
7/24/1993,1.2804,1.274824024,1.282479329,1.316653469,1.277389563,8.461097502,9.337495968
7/25/1993,1.2809,1.275154528,1.28295856,1.316653469,1.277885319,8.595066046,9.420021419
7/26/1993,1.2814,1.275175185,1.283330377,1.316653469,1.278381076,8.729076064,9.477927081
7/27/1993,1.284,1.275299124,1.283760033,1.316653469,1.280959009,9.064295298,9.635736196
7/28/1993,1.2836,1.275400341,1.284181426,1.316678257,1.280562404,9.088036698,10.0918228
7/29/1993,1.2875,1.275406538,1.284330152,1.317074862,1.284429304,9.553987611,10.10406247
7/30/1993,1.2844,1.275499492,1.284627606,1.317074862,1.281355614,9.713937547,10.23970649
7/31/1993,1.285366667,1.275505689,1.284850697,1.317074862,1.282314077,9.661054804,10.56350473
8/1/1993,1.286333333,1.275846521,1.285197726,1.317074862,1.283272539,9.763822964,10.57403044
8/2/1993,1.2873,1.275993183,1.285569543,1.317074862,1.284231001,9.866522594,10.66607836
8/3/1993,1.291,1.2760944,1.286015724,1.317074862,1.287899598,10.22963415,10.74670117
8/4/1993,1.2879,1.27631749,1.287056813,1.317353725,1.284825909,9.809693541,10.88640542
8/5/1993,1.2895,1.276486873,1.287800447,1.317353725,1.286412329,10.21135791,11.34888005
8/6/1993,1.2908,1.276590156,1.287899598,1.31745081,1.287701296,9.972125476,11.40525145
8/7/1993,1.291,1.276782262,1.28799875,1.317527239,1.287899598,10.35423609,11.56872952
8/8/1993,1.2912,1.27688761,1.288197052,1.317527239,1.288097901,10.18987612,11.54341386
8/9/1993,1.2914,1.276986761,1.288494506,1.317527239,1.288296204,10.02578646,11.49013667
8/10/1993,1.2918,1.277364775,1.293154616,1.317527239,1.288692809,9.880995352,11.62443779
8/11/1993,1.3008,1.277389563,1.2996986,1.317527239,1.297616424,10.98273597,11.70821846
8/12/1993,1.3099,1.277389563,1.302177382,1.317527239,1.30663919,11.29147262,11.64242222
8/13/1993,1.315,1.277482517,1.302177382,1.317527239,1.311695905,11.69684243,11.24053646
8/14/1993,1.315066667,1.277581669,1.302177382,1.317527239,1.311762006,11.558801,11.21369871
8/15/1993,1.315133333,1.27768082,1.302177382,1.317527239,1.311828107,11.50668349,11.10430368
8/16/1993,1.3152,1.277872926,1.302177382,1.317527239,1.311894208,11.45459336,10.93599981
8/17/1993,1.3143,1.277978274,1.302177382,1.317527239,1.311001846,11.31217165,10.73333372
8/18/1993,1.32,1.278356288,1.302921017,1.317527239,1.316653469,11.60770644,10.60681561
8/19/1993,1.3185,1.27847403,1.303664652,1.317527239,1.3151662,11.41665634,10.67606509
8/20/1993,1.32,1.278480227,1.304408286,1.317527239,1.316653469,12.08079116,10.56830547
8/21/1993,1.32,1.278852044,1.305052769,1.317527239,1.316653469,12.12201516,10.53482553
8/22/1993,1.32,1.27924865,1.305647677,1.317527239,1.316653469,12.18731478,10.47571114
8/23/1993,1.32,1.279459346,1.306093858,1.317527239,1.316653469,12.25264911,10.48040921
8/24/1993,1.3194,1.279936512,1.306440887,1.317527239,1.316058561,12.26214229,10.25593792
8/25/1993,1.3145,1.279967496,1.30720931,1.317527239,1.311200149,11.85650082,9.915299494
8/26/1993,1.316,1.280153405,1.308746155,1.317527239,1.312687418,11.8934214,10.1444651
8/27/1993,1.3218,1.280351707,1.309960758,1.317758592,1.318438192,12.01149659,10.35263998
8/28/1993,1.321333333,1.280364101,1.310456514,1.318004405,1.317975486,11.81392912,10.55541711
8/29/1993,1.320866667,1.28055001,1.310853119,1.318438192,1.31751278,11.81503423,10.5808265
8/30/1993,1.3204,1.280562404,1.311100997,1.318450586,1.317050074,11.81614013,10.61939676
8/31/1993,1.3208,1.280934221,1.311200149,1.318636494,1.317446679,11.89791571,10.51620943
9/1/1993,1.3227,1.281330826,1.3112993,1.318636494,1.319330553,12.16716096,10.63387651
9/2/1993,1.327,1.281634477,1.311547178,1.318667479,1.323594058,12.28851963,10.67129404
9/3/1993,1.3284,1.282272763,1.311728955,1.319144645,1.324982176,12.26419875,10.57575759
9/4/1993,1.327375,1.282623924,1.311762006,1.319330553,1.323965876,12.11807132,10.53420322
9/5/1993,1.32635,1.283233291,1.311795056,1.319330553,1.322949575,11.88739272,10.53250522
9/6/1993,1.325325,1.283380986,1.311861157,1.319330553,1.321933274,11.65679049,10.58684544
9/7/1993,1.3243,1.284085373,1.312109035,1.319361538,1.320916974,11.42626416,10.45571601
9/8/1993,1.319,1.284224804,1.312456065,1.319857295,1.315661956,10.79813039,10.41853476
9/9/1993,1.3163,1.28441691,1.312637842,1.320359248,1.312984872,9.358073067,10.3158611
9/10/1993,1.3145,1.284801121,1.312687418,1.320916974,1.311200149,8.786287716,10.26699438
9/11/1993,1.315066667,1.284872386,1.312786569,1.320978943,1.311762006,8.658063929,10.10535356
9/12/1993,1.315633333,1.285479688,1.312935296,1.321910036,1.312323863,9.046763353,10.24475194
9/13/1993,1.3162,1.285612922,1.312984872,1.321996793,1.31288572,9.43635975,10.32816995
9/14/1993,1.3218,1.286362754,1.313166649,1.322971264,1.318438192,10.29574348,10.28584838
9/15/1993,1.313,1.287620736,1.313513678,1.322971264,1.309712879,8.746743524,9.683234475
9/16/1993,1.3147,1.287887205,1.314174687,1.322971264,1.311398451,8.603676409,9.744796829
9/17/1993,1.314,1.287899598,1.31481917,1.322971264,1.310704392,8.981538085,9.716823131
9/18/1993,1.316666667,1.288085507,1.315017473,1.323296604,1.313348426,9.341779125,10.13293568
9/19/1993,1.319333333,1.28828381,1.315116624,1.323315195,1.31599246,9.103108387,9.962141636
9/20/1993,1.322,1.288668021,1.315414078,1.323594058,1.318636494,8.865860325,9.976413493
9/21/1993,1.3232,1.290273032,1.315661956,1.323617297,1.31982631,8.493873019,9.663397846
9/22/1993,1.319,1.291245954,1.315661956,1.323971556,1.315661956,8.083190182,9.558937511
9/23/1993,1.3225,1.292171366,1.315827208,1.32405883,1.319132251,7.295938512,9.216757551
9/24/1993,1.3195,1.293096778,1.316025511,1.324108406,1.316157712,7.10589471,9.279132933
9/25/1993,1.3211,1.297337561,1.316108137,1.324414122,1.317744133,7.443058987,9.105223097
9/26/1993,1.3227,1.301334597,1.316405591,1.324827252,1.319330553,7.363993259,9.171381133
9/27/1993,1.3243,1.301768383,1.316653469,1.324990439,1.320916974,7.285169233,9.143996247
9/28/1993,1.3237,1.302524412,1.316653469,1.325130903,1.320322066,7.00249616,8.937861124
9/29/1993,1.3289,1.303224668,1.316653469,1.325384978,1.325477933,6.747095794,9.326858821
9/30/1993,1.336,1.304011681,1.316653469,1.325477933,1.332517673,7.991413482,9.388201846
10/1/1993,1.339,1.304711937,1.316653469,1.325477933,1.335492212,8.70113848,9.204497532
10/2/1993,1.339,1.305313042,1.316851771,1.325477933,1.335492212,7.579663494,9.024264637
10/3/1993,1.339,1.305907949,1.317198801,1.325477933,1.335492212,7.844352616,8.943093367
10/4/1993,1.339,1.306223994,1.317347528,1.325477933,1.335492212,8.109613033,8.918934016
10/5/1993,1.3386,1.306614402,1.317397103,1.325477933,1.335095606,8.338728054,8.808131833
10/6/1993,1.3355,1.307708165,1.31747973,1.325484129,1.332021917,8.004510007,8.413401548
10/7/1993,1.333,1.309592039,1.317628456,1.325577084,1.329543135,7.646217859,8.288759093
10/8/1993,1.3317,1.310177651,1.317859809,1.325577084,1.328254168,7.733162175,8.044281456
10/9/1993,1.331575,1.310673407,1.318206839,1.325577084,1.328130229,7.337735109,7.759432415
10/10/1993,1.33145,1.310983255,1.318438192,1.325577084,1.32800629,7.449108904,7.679836121
10/11/1993,1.331325,1.311187755,1.318438192,1.325577084,1.327882351,7.560604661,7.587690858
10/12/1993,1.3312,1.311200149,1.318438192,1.325577084,1.327758412,7.672222629,7.193222678
10/13/1993,1.3293,1.311386057,1.318438192,1.325577084,1.325874538,7.619966763,7.351159725
10/14/1993,1.3267,1.311677314,1.318438192,1.325577084,1.323296604,7.083683685,7.035886767
10/15/1993,1.3317,1.311757875,1.318438192,1.325577084,1.328254168,7.447590799,6.770798973
10/16/1993,1.3303,1.311762006,1.318537343,1.325577084,1.32686605,7.525047345,6.785172079
10/17/1993,1.3289,1.311823975,1.318537343,1.325577084,1.325477933,7.41863213,6.764096859
10/18/1993,1.3275,1.311890076,1.318537343,1.325577084,1.324089815,7.312084816,6.679603953
10/19/1993,1.3253,1.312173071,1.318537343,1.325577084,1.321908487,7.131241105,6.704316007
10/20/1993,1.322,1.3123156,1.318586919,1.325577084,1.318636494,7.685488538,6.656531267
10/21/1993,1.317,1.312571741,1.318586919,1.325577084,1.313678931,7.219784937,6.490655113
10/22/1993,1.305,1.312681221,1.318586919,1.325577084,1.301780777,5.648927998,6.509456184
10/23/1993,1.3065,1.312687418,1.318586919,1.325577084,1.303268046,5.355663027,6.692156118
10/24/1993,1.308,1.312873326,1.318586919,1.325577084,1.304755316,5.411290992,6.568976479
10/25/1993,1.3095,1.312978675,1.318586919,1.325577084,1.306242585,5.466816619,6.466460559
10/26/1993,1.3207,1.312984872,1.318586919,1.325577084,1.317347528,6.428214297,6.335529413
10/27/1993,1.3184,1.312984872,1.318586919,1.325577084,1.315067048,7.429803389,6.093341739
10/28/1993,1.3227,1.312984872,1.318586919,1.325577084,1.319330553,7.552162169,5.745762184
10/29/1993,1.322,1.312984872,1.318586919,1.325577084,1.318636494,7.239573395,5.684433743
10/30/1993,1.32,1.312984872,1.318586919,1.325577084,1.316653469,7.251488457,5.604878506
10/31/1993,1.318,1.312984872,1.318586919,1.325577084,1.314670443,7.032116968,5.629907017
11/1/1993,1.316,1.312984872,1.318586919,1.325577084,1.312687418,6.812471352,5.64195773
11/2/1993,1.3058,1.312984872,1.318586919,1.325577084,1.302573987,5.823197846,5.475706182
11/3/1993,1.3092,1.312984872,1.318586919,1.325577084,1.305945131,6.113088385,5.129158016
11/4/1993,1.3048,1.312984872,1.318586919,1.325577084,1.301582475,5.284383678,4.944161408
11/5/1993,1.2935,1.312984872,1.318586919,1.325577084,1.29037838,4.018290218,4.62531931
11/6/1993,1.294433333,1.313325704,1.318636494,1.325577084,1.291303792,3.684214472,4.628778588
11/7/1993,1.295366667,1.31356532,1.318636494,1.325577084,1.292229204,3.537489841,4.604524543
11/8/1993,1.2963,1.313672734,1.31871912,1.325577084,1.293154616,3.391151075,4.647335865
11/9/1993,1.3073,1.313672734,1.318966999,1.325577084,1.304061257,4.195224525,4.502046404
11/10/1993,1.3086,1.313672734,1.319231402,1.325580182,1.305350223,3.849894137,4.587467435
11/11/1993,1.31105,1.313672734,1.319330553,1.325580182,1.30777943,4.118663273,4.986491904
11/12/1993,1.3135,1.313672734,1.319330553,1.325580182,1.310208636,4.387015535,5.295042272
11/13/1993,1.3159,1.313672734,1.319330553,1.325635955,1.312588266,4.562744457,5.51224155
11/14/1993,1.3183,1.313672734,1.319330553,1.325777452,1.314967897,4.592382494,5.575074632
11/15/1993,1.3207,1.313672734,1.31947928,1.325810502,1.317347528,4.621919924,5.633209065
11/16/1993,1.319,1.313957794,1.319727158,1.325841487,1.315661956,4.269928516,5.593132191
11/17/1993,1.3163,1.314627065,1.319975037,1.325843553,1.312984872,3.535191219,5.538605288
11/18/1993,1.3227,1.314627065,1.320222915,1.325874538,1.319330553,4.083106032,5.802093708
11/19/1993,1.3278,1.314627065,1.320470793,1.325874538,1.324387268,4.797183123,5.711303238
11/20/1993,1.328533333,1.314627065,1.320768247,1.325917916,1.325114378,4.335198699,5.695433333
11/21/1993,1.329266667,1.314627065,1.320916974,1.326587187,1.325841487,4.194918662,5.577211245
11/22/1993,1.33,1.314627065,1.321164852,1.326897035,1.326568597,4.054952992,5.426555622
11/23/1993,1.327,1.314627065,1.321511881,1.327363872,1.323594058,3.570026355,5.090824852
11/24/1993,1.3293,1.314627065,1.321511881,1.327398989,1.325874538,3.448565214,5.106602277
11/25/1993,1.32905,1.314627065,1.321511881,1.327479549,1.325626659,3.932013925,5.117105928
11/26/1993,1.3288,1.314627065,1.321511881,1.327766158,1.325378781,3.798801495,5.258256759
11/27/1993,1.330833333,1.314627065,1.321511881,1.327890097,1.327394857,3.876724299,5.493935831
11/28/1993,1.332866667,1.314627065,1.321511881,1.328014036,1.329410933,4.045234772,5.52244047
11/29/1993,1.3349,1.314627065,1.32175976,1.328137975,1.331427009,4.213462202,5.639165102
11/30/1993,1.3372,1.314627065,1.322007638,1.328254168,1.333707489,4.405918633,5.615735016
12/1/1993,1.3333,1.314670443,1.322354667,1.328254168,1.329840589,4.085184449,5.401474431
12/2/1993,1.3309,1.314763398,1.322850424,1.328326466,1.327460958,4.265893129,5.14855861
12/3/1993,1.329,1.314769595,1.323098302,1.329419196,1.325577084,4.522637124,4.80291306
12/4/1993,1.328233333,1.314955503,1.323197453,1.329555529,1.324816924,4.336285014,4.841008048
12/5/1993,1.327466667,1.315060851,1.323296604,1.329747634,1.324056764,4.335856544,4.668271483
12/6/1993,1.3267,1.315060851,1.323445331,1.329852983,1.323296604,4.33542758,4.569862365
12/7/1993,1.3227,1.31546985,1.323594058,1.330069876,1.319330553,4.034938666,4.231845036
12/8/1993,1.323,1.315651628,1.323594058,1.330553239,1.319628007,4.168803223,4.041550935
12/9/1993,1.3248,1.315661956,1.323825411,1.330844495,1.32141273,4.470931845,3.97771901
12/10/1993,1.3293,1.315940819,1.324073289,1.331055192,1.325874538,5.051848393,3.907554496
12/11/1993,1.329266667,1.315940819,1.324089815,1.331464191,1.325841487,4.595424241,3.91967473
12/12/1993,1.329233333,1.315940819,1.324188966,1.332052902,1.325808437,4.653333608,3.816258531
12/13/1993,1.3292,1.315940819,1.324337693,1.332567249,1.325775386,4.71127318,3.709046963
12/14/1993,1.334,1.316145319,1.324387268,1.333335671,1.330534648,5.215337973,3.754130835
12/15/1993,1.3332,1.316145319,1.32448642,1.333794246,1.329741437,4.891172354,3.87927981
12/16/1993,1.3317,1.316517136,1.324701248,1.335101803,1.328254168,4.608565917,4.108353161
12/17/1993,1.3387,1.316517136,1.324965651,1.335194758,1.335194758,5.628296748,4.182899489
12/18/1993,1.340566667,1.316517136,1.32524658,1.335213349,1.337045582,5.722445241,4.645649969
12/19/1993,1.342433333,1.316517136,1.325428357,1.335492212,1.338896405,6.153866528,4.76315294
12/20/1993,1.3443,1.316517136,1.325477933,1.335492212,1.340747229,6.58560314,4.946819104
12/21/1993,1.3442,1.316517136,1.325527508,1.335492212,1.340648078,6.837978883,5.212034806
12/22/1993,1.3345,1.316517136,1.325527508,1.335510802,1.331030404,6.550539021,5.220164183
12/23/1993,1.3265,1.316517136,1.325527508,1.335811355,1.323098302,5.889547733,5.134452585
12/24/1993,1.3265,1.316517136,1.325527508,1.336158384,1.323098302,5.82131652,5.350242697
12/25/1993,1.327,1.316517136,1.325527508,1.33651884,1.323594058,5.855452182,5.517768408
12/26/1993,1.3275,1.316517136,1.325527508,1.337047647,1.324089815,5.889571604,5.505584833
12/27/1993,1.328,1.316517136,1.325527508,1.337078632,1.324585571,5.923674797,5.492914155
12/28/1993,1.329,1.316517136,1.325527508,1.337137503,1.325577084,6.004007884,5.567739412
12/29/1993,1.3335,1.316517136,1.325527508,1.338023668,1.330038891,6.001301541,5.249112982
12/30/1993,1.329,1.316517136,1.325527508,1.338082539,1.325577084,5.324039952,5.330994403
12/31/1993,1.3255,1.316517136,1.325527508,1.338299432,1.322106789,4.738679926,4.916260249
1/1/1994,1.322166667,1.316517136,1.325527508,1.338772466,1.318801747,4.26500773,4.491672027
1/2/1994,1.318833333,1.316517136,1.325527508,1.338900537,1.315496704,3.790773523,4.119295344
1/3/1994,1.3155,1.316517136,1.325527508,1.338993491,1.312191661,3.315972767,3.690575004
1/4/1994,1.3173,1.316517136,1.325527508,1.339532626,1.313976384,3.320456766,3.141085989
1/5/1994,1.318,1.316517136,1.325577084,1.340654275,1.314670443,3.520430618,3.214629885
1/6/1994,1.3215,1.316517136,1.325577084,1.340772017,1.318140738,3.711677302,2.838418182
1/7/1994,1.3235,1.316517136,1.325577084,1.341257445,1.320123764,3.743792065,3.138552707
1/8/1994,1.3217,1.316517136,1.325577084,1.343021512,1.318339041,3.317524358,3.229581438
1/9/1994,1.3199,1.316517136,1.325601872,1.3440626,1.316554318,3.37383788,3.186634872
1/10/1994,1.3181,1.316517136,1.325701023,1.346217075,1.314769595,3.430331127,3.197102168
1/11/1994,1.3219,1.316517136,1.325791912,1.346510397,1.318537343,4.008751324,3.085104765
1/12/1994,1.3208,1.316647272,1.325824962,1.347241638,1.317446679,3.636945669,3.282309606
1/13/1994,1.3209,1.31711824,1.325841487,1.347997666,1.31754583,3.281450438,3.242403472
1/14/1994,1.3205,1.317335134,1.325858012,1.348195969,1.317149225,3.58980081,3.366779238
1/15/1994,1.3193,1.317347528,1.325874538,1.348394271,1.31595941,3.122907792,3.608833996
1/16/1994,1.3181,1.317440482,1.326221567,1.34858018,1.314769595,3.138138333,3.694851739
1/17/1994,1.3169,1.317539633,1.326965202,1.348654544,1.313579779,3.153398524,3.783198872
1/18/1994,1.3157,1.318103556,1.327378332,1.349782389,1.312389964,3.168688451,3.789966699
1/19/1994,1.311,1.318103556,1.327427908,1.350030268,1.307729854,2.856339666,3.767589844
1/20/1994,1.3103,1.318103556,1.327857563,1.351052765,1.307035795,2.444695824,3.749746052
1/21/1994,1.3115,1.318326647,1.328832551,1.352496656,1.30822561,1.887185842,4.043742602
1/22/1994,1.311333333,1.318524949,1.329576185,1.353252684,1.308060358,2.378525356,4.067644899
1/23/1994,1.311166667,1.318785221,1.329791013,1.353450987,1.307895106,2.468384645,4.044323134
1/24/1994,1.311,1.319297503,1.32993974,1.353636895,1.307729854,2.558332556,4.032001639
1/25/1994,1.3117,1.319330553,1.330286769,1.353649289,1.308423913,2.729597955,3.994621559
1/26/1994,1.3133,1.319609416,1.330683375,1.353847592,1.310010333,3.621604667,4.132448255
1/27/1994,1.3115,1.320092779,1.330931253,1.35417603,1.30822561,3.559438087,4.415710117
1/28/1994,1.324,1.320588535,1.331228707,1.356349096,1.32061952,4.647864347,4.7623834
1/29/1994,1.325,1.321363155,1.332368946,1.356910953,1.321611033,4.827716311,4.942355471
1/30/1994,1.326,1.321598639,1.333509186,1.35747281,1.322602545,5.114129655,5.154800555
1/31/1994,1.327,1.322075804,1.334451123,1.35747281,1.323594058,5.400778853,5.353886584
2/1/1994,1.3308,1.322571561,1.335194758,1.35747281,1.327361807,5.946516657,5.713426751
2/2/1994,1.3277,1.323067317,1.335492212,1.35747281,1.324288117,5.786362874,5.948377678
2/3/1994,1.3278,1.323098302,1.33596318,1.358036733,1.324387268,5.445728339,6.146458138
2/4/1994,1.3343,1.323284211,1.33631021,1.358699807,1.330832101,6.366585179,7.151122982
2/5/1994,1.3368,1.323575467,1.336764653,1.360280031,1.333310883,6.781661414,7.46876799
